YYYY-MM-DDTHH:MM:SS,Scan,SourceName,ScanType,Frequency,Line,Az,El,Duration,SwitchingMode,PWV,Temp,Hum,Wind
2021-04-12T21:55:05,9011,OJ287,on,227.103,vlbifreq7,+38.1,+37.1,172,"WOB(60.0,0.5)",4.01,2.4,16.1,5.5
2021-04-12T22:00:51,9016,OJ287,on,227.103,vlbifreq7,+36.7,+37.9,37,"WOB(60.0,0.5)",4.02,2.1,16.9,6.4
2021-04-12T22:33:21,9031,OJ287,on,227.103,vlbifreq7,+28.3,+41.9,170,"WOB(60.0,0.5)",4.14,1.1,19.8,4.4
2021-04-12T22:38:51,9036,M87,on,227.103,vlbifreq7,+72.5,+9.0,37,"WOB(60.0,0.5)",4.18,0.9,20.3,4.3
2021-04-12T22:48:00,9038,M87,on,227.103,vlbifreq7,+71.5,+11.0,204,"WOB(60.0,0.5)",4.29,0.6,21.9,4.4
2021-04-12T22:54:51,9043,M87,on,227.103,vlbifreq7,+70.7,+12.5,35,"WOB(60.0,0.5)",4.27,0.3,23.4,3.4
2021-04-12T22:56:00,9045,M87,on,227.103,vlbifreq7,+70.6,+12.8,204,"WOB(60.0,0.5)",4.29,0.1,24.0,4.4
2021-04-12T23:02:51,9050,3C273,on,227.103,vlbifreq7,+79.3,+19.2,37,"WOB(60.0,0.5)",4.29,-0.2,25.5,4.6
2021-04-12T23:08:00,9052,3C273,on,227.103,vlbifreq7,+78.7,+20.4,168,"WOB(60.0,0.5)",4.29,-0.4,26.1,4.2
2021-04-12T23:13:51,9057,M87,on,227.103,vlbifreq7,+68.5,+16.6,37,"WOB(60.0,0.5)",4.24,-0.6,26.9,4.0
2021-04-12T23:15:00,9059,M87,on,227.103,vlbifreq7,+68.3,+16.9,205,"WOB(60.0,0.5)",4.25,-0.9,27.5,3.6
2021-04-12T23:21:52,9064,3C273,on,227.103,vlbifreq7,+77.0,+23.5,37,"WOB(60.0,0.5)",4.30,-0.7,27.9,3.4
2021-04-12T23:27:00,9066,3C273,on,227.103,vlbifreq7,+76.4,+24.7,167,"WOB(60.0,0.5)",4.23,-1.0,28.6,2.3
2021-04-12T23:32:49,9071,3C273,on,227.103,vlbifreq7,+75.7,+26.0,35,"WOB(60.0,0.5)",4.22,-0.8,28.0,2.7
2021-04-12T23:40:00,9073,3C273,on,227.103,vlbifreq7,+74.8,+27.6,170,"WOB(60.0,0.5)",4.20,-0.5,27.5,3.6
2021-04-12T23:45:52,9078,M87,on,227.103,vlbifreq7,+64.3,+23.4,35,"WOB(60.0,0.5)",4.22,-0.1,26.4,3.4
2021-04-12T23:47:00,9080,M87,on,227.103,vlbifreq7,+64.1,+23.6,207,"WOB(60.0,0.5)",4.25,0.0,26.3,3.5
2021-04-12T23:53:55,9085,M87,on,227.103,vlbifreq7,+63.1,+25.0,35,"WOB(60.0,0.5)",4.32,-1.0,28.4,3.1
2021-04-12T23:55:00,9087,M87,on,227.103,vlbifreq7,+62.9,+25.2,171,"WOB(60.0,0.5)",4.32,-1.2,28.8,3.4
2021-04-13T00:01:50,9092,3C279,on,227.103,vlbifreq7,+83.5,+29.7,35,"WOB(60.0,0.5)",4.35,0.0,26.3,3.6
2021-04-13T00:08:00,9094,3C279,on,227.103,vlbifreq7,+82.8,+31.2,134,"WOB(60.0,0.5)",4.41,0.1,25.3,2.9
2021-04-13T00:12:52,9099,M87,on,227.103,vlbifreq7,+60.2,+28.9,35,"WOB(60.0,0.5)",4.38,0.2,24.8,2.7
2021-04-13T00:14:00,9101,M87,on,227.103,vlbifreq7,+60.0,+29.1,204,"WOB(60.0,0.5)",4.35,-0.2,25.7,3.1
2021-04-13T00:20:52,9106,3C273,on,227.103,vlbifreq7,+68.9,+36.5,37,"WOB(60.0,0.5)",4.28,0.3,24.9,3.2
2021-04-13T00:29:00,9110,3C273,on,227.103,vlbifreq7,+67.6,+38.3,173,"WOB(60.0,0.5)",4.10,0.1,26.2,2.4
2021-04-13T00:34:52,9115,M87,on,227.103,vlbifreq7,+56.4,+33.2,35,"WOB(60.0,0.5)",4.15,-0.3,26.9,1.2
2021-04-13T00:36:00,9117,M87,on,227.103,vlbifreq7,+56.2,+33.4,206,"WOB(60.0,0.5)",4.17,-0.2,26.7,2.9
2021-04-13T00:42:50,9122,M87,on,227.103,vlbifreq7,+54.9,+34.7,35,"WOB(60.0,0.5)",4.32,1.8,15.0,1.4
2021-04-13T00:44:00,9124,M87,on,227.103,vlbifreq7,+54.7,+34.9,207,"WOB(60.0,0.5)",4.27,1.7,16.0,1.7
2021-04-13T00:50:53,9129,3C279,on,227.103,vlbifreq7,+77.3,+40.9,35,"WOB(60.0,0.5)",4.26,0.0,23.2,1.5
2021-04-13T00:57:00,9131,3C279,on,227.103,vlbifreq7,+76.4,+42.3,134,"WOB(60.0,0.5)",4.20,0.9,18.0,1.5
2021-04-13T01:01:51,9136,M87,on,227.103,vlbifreq7,+51.1,+38.2,36,"WOB(60.0,0.5)",4.14,1.4,14.7,0.6
2021-04-13T01:03:00,9138,M87,on,227.103,vlbifreq7,+50.9,+38.4,206,"WOB(60.0,0.5)",4.17,1.3,15.2,1.0
2021-04-13T01:09:49,9143,M87,on,227.103,vlbifreq7,+49.4,+39.6,35,"WOB(60.0,0.5)",4.22,1.7,14.5,1.1
2021-04-13T01:11:00,9145,M87,on,227.103,vlbifreq7,+49.1,+39.8,206,"WOB(60.0,0.5)",4.21,1.6,14.6,0.9
2021-04-13T01:17:42,9148,M87,on,227.103,vlbifreq7,+47.6,+41.0,35,"WOB(60.0,0.5)",4.12,1.4,13.0,0.1
2021-04-13T01:26:00,9152,3C273,on,227.103,vlbifreq7,+55.9,+49.9,167,"WOB(60.0,0.5)",4.09,0.9,13.3,0.4
2021-04-13T01:31:47,9157,M87,on,227.103,vlbifreq7,+44.2,+43.3,35,"WOB(60.0,0.5)",4.00,1.0,13.3,0.5
2021-04-13T01:33:00,9159,M87,on,227.103,vlbifreq7,+43.9,+43.5,204,"WOB(60.0,0.5)",4.00,1.1,13.3,0.5
2021-04-13T01:39:47,9164,M87,on,227.103,vlbifreq7,+42.1,+44.6,35,"WOB(60.0,0.5)",3.98,0.5,13.6,0.7
2021-04-13T01:41:00,9166,M87,on,227.103,vlbifreq7,+41.8,+44.8,207,"WOB(60.0,0.5)",3.96,0.7,13.5,0.6
2021-04-13T01:47:53,9171,3C279,on,227.103,vlbifreq7,+67.3,+53.4,43,TP,3.93,1.5,12.5,0.9
2021-04-13T01:54:00,9173,3C279,on,227.103,vlbifreq7,+66.0,+54.7,127,TP,3.85,1.5,12.3,1.3
2021-04-13T01:58:53,9178,M87,on,227.103,vlbifreq7,+36.7,+47.4,46,TP,3.82,1.6,12.3,1.3
2021-04-13T02:00:00,9180,M87,on,227.103,vlbifreq7,+36.4,+47.5,200,TP,3.83,1.7,12.2,1.5
2021-04-13T02:06:54,9185,M87,on,227.103,vlbifreq7,+34.2,+48.4,46,TP,3.81,1.6,12.3,1.2
2021-04-13T02:08:00,9187,M87,on,227.103,vlbifreq7,+33.9,+48.6,200,TP,3.79,1.6,12.3,0.8
2021-04-13T02:14:52,9192,3C273,on,227.103,vlbifreq7,+40.7,+58.3,47,TP,3.66,1.4,12.1,0.3
2021-04-13T02:23:00,9196,3C273,on,227.103,vlbifreq7,+37.5,+59.5,163,TP,3.75,1.1,12.5,0.4
2021-04-13T02:28:58,9201,M87,on,227.103,vlbifreq7,+26.8,+51.0,47,TP,3.74,0.9,12.7,0.2
2021-04-13T02:30:00,9203,M87,on,227.103,vlbifreq7,+26.5,+51.1,199,TP,3.73,0.8,12.9,0.8
2021-04-13T02:36:52,9208,M87,on,227.103,vlbifreq7,+24.0,+51.8,46,TP,3.72,0.9,12.9,0.5
2021-04-13T02:38:00,9210,M87,on,227.103,vlbifreq7,+23.7,+51.9,199,TP,3.74,0.9,13.0,0.6
2021-04-13T02:44:53,9215,3C279,on,227.103,vlbifreq7,+50.3,+64.7,45,TP,3.71,0.2,14.0,0.2
2021-04-13T02:51:00,9217,3C279,on,227.103,vlbifreq7,+47.8,+65.8,128,TP,3.76,-0.4,14.8,0.2
2021-04-13T02:55:55,9222,M87,on,227.103,vlbifreq7,+16.8,+53.3,45,TP,3.73,-0.2,15.2,0.7
2021-04-13T02:57:00,9224,M87,on,227.103,vlbifreq7,+16.4,+53.4,198,TP,3.74,0.0,15.4,0.4
2021-04-13T03:03:54,9229,M87,on,227.103,vlbifreq7,+13.6,+53.8,44,TP,3.73,0.8,14.1,1.2
2021-04-13T03:05:00,9231,M87,on,227.103,vlbifreq7,+13.2,+53.9,201,TP,3.72,1.0,13.8,1.3
2021-04-13T03:11:53,9236,3C273,on,227.103,vlbifreq7,+13.4,+64.4,45,TP,3.74,1.0,14.5,0.5
2021-04-13T03:20:00,9240,3C273,on,227.103,vlbifreq7,+8.8,+64.8,164,TP,3.72,0.7,14.7,0.2
2021-04-13T03:25:54,9245,M87,on,227.103,vlbifreq7,+4.4,+54.6,45,TP,3.65,0.5,15.1,0.5
2021-04-13T03:27:00,9247,M87,on,227.103,vlbifreq7,+4.1,+54.6,196,TP,3.65,0.6,15.0,0.5
2021-04-13T03:33:52,9252,M87,on,227.103,vlbifreq7,+1.1,+54.7,45,TP,3.66,0.8,14.8,1.2
2021-04-13T03:35:00,9254,M87,on,227.103,vlbifreq7,+0.7,+54.7,199,TP,3.68,0.9,14.7,1.1
2021-04-13T03:41:54,9259,3C279,on,227.103,vlbifreq7,+16.4,+72.2,46,TP,3.79,1.1,14.0,1.6
2021-04-13T03:48:00,9261,3C279,on,227.103,vlbifreq7,+11.6,+72.6,128,TP,3.81,1.0,13.6,1.5
2021-04-13T03:52:56,9266,M87,on,227.103,vlbifreq7,-7.0,+54.5,45,TP,3.81,1.1,13.6,1.1
2021-04-13T03:54:00,9268,M87,on,227.103,vlbifreq7,-7.4,+54.5,198,TP,3.83,1.1,13.3,1.6
2021-04-13T04:00:51,9273,3C273,on,227.103,vlbifreq7,-15.2,+64.3,43,TP,3.79,1.2,13.8,1.4
2021-04-13T04:09:00,9275,3C273,on,227.103,vlbifreq7,-19.6,+63.7,165,TP,3.80,1.3,13.2,2.1
2021-04-13T04:14:51,9280,M87,on,227.103,vlbifreq7,-16.0,+53.5,45,TP,3.73,1.0,13.2,1.3
2021-04-13T04:16:00,9282,M87,on,227.103,vlbifreq7,-16.4,+53.4,200,TP,3.73,0.7,13.6,1.5
2021-04-13T04:22:53,9287,M87,on,227.103,vlbifreq7,-19.1,+52.9,43,TP,3.68,1.0,13.8,1.0
2021-04-13T04:24:00,9289,M87,on,227.103,vlbifreq7,-19.5,+52.9,200,TP,3.64,1.0,13.7,1.6
2021-04-13T04:30:49,9294,M87,on,227.103,vlbifreq7,-22.1,+52.3,45,TP,3.94,1.1,13.3,1.2
2021-04-13T04:32:00,9296,M87,on,227.103,vlbifreq7,-22.5,+52.2,199,TP,3.94,1.1,13.1,1.4
2021-04-13T04:38:54,9301,3C279,on,227.103,vlbifreq7,-29.1,+70.7,44,TP,3.76,1.2,14.3,1.2
2021-04-13T04:42:00,9303,3C279,on,227.103,vlbifreq7,-31.1,+70.3,130,TP,3.79,1.1,14.5,1.1
2021-04-13T04:46:49,9308,M87,on,227.103,vlbifreq7,-27.9,+50.7,45,TP,3.87,1.2,14.0,1.4
2021-04-13T04:48:00,9310,M87,on,227.103,vlbifreq7,-28.3,+50.6,199,TP,3.85,1.1,14.1,1.4
2021-04-13T04:54:52,9315,M87,on,227.103,vlbifreq7,-30.6,+49.8,45,TP,3.56,1.3,14.1,2.2
2021-04-13T04:56:00,9317,M87,on,227.103,vlbifreq7,-31.0,+49.7,200,TP,3.54,1.3,13.9,1.7
2021-04-13T05:02:51,9322,3C273,on,227.103,vlbifreq7,-43.7,+57.1,44,TP,3.70,0.8,14.7,0.8
2021-04-13T05:11:00,9328,3C273,on,227.103,vlbifreq7,-46.5,+55.7,165,TP,4.12,1.1,13.6,2.0
2021-04-13T05:16:52,9333,M87,on,227.103,vlbifreq7,-37.5,+47.0,47,TP,4.27,1.0,13.3,1.2
2021-04-13T05:18:00,9335,M87,on,227.103,vlbifreq7,-37.8,+46.8,200,TP,4.28,1.0,13.3,0.9
2021-04-13T05:24:52,9340,M87,on,227.103,vlbifreq7,-39.8,+45.8,45,TP,4.48,1.1,13.2,1.4
2021-04-13T05:26:00,9342,M87,on,227.103,vlbifreq7,-40.1,+45.7,198,TP,4.41,0.9,13.8,2.8
2021-04-13T05:32:53,9347,3C279,on,227.103,vlbifreq7,-55.7,+62.1,46,TP,4.52,0.9,15.4,1.2
2021-04-13T05:36:00,9349,3C279,on,227.103,vlbifreq7,-56.7,+61.5,129,TP,4.60,0.7,15.6,1.2
2021-04-13T05:40:52,9354,M87,on,227.103,vlbifreq7,-44.1,+43.4,45,TP,4.60,0.4,16.0,1.9
2021-04-13T05:42:00,9356,M87,on,227.103,vlbifreq7,-44.4,+43.2,200,TP,4.57,0.6,15.0,1.9
2021-04-13T05:48:49,9361,M87,on,227.103,vlbifreq7,-46.1,+42.1,46,TP,4.48,0.8,16.6,1.0
2021-04-13T05:50:00,9363,M87,on,227.103,vlbifreq7,-46.3,+41.9,199,TP,4.52,0.5,16.9,1.4
2021-04-13T05:56:52,9368,3C273,on,227.103,vlbifreq7,-59.1,+47.3,47,TP,4.51,-0.7,17.9,0.9
2021-04-13T06:05:00,9373,3C273,on,227.103,vlbifreq7,-60.9,+45.7,165,TP,4.35,-0.8,17.6,0.5
2021-04-13T06:10:51,9378,M87,on,227.103,vlbifreq7,-51.1,+38.2,46,TP,4.37,-0.2,17.3,1.6
2021-04-13T06:12:00,9380,M87,on,227.103,vlbifreq7,-51.3,+38.0,202,TP,4.32,-0.3,17.1,0.6
2021-04-13T06:18:51,9385,M87,on,227.103,vlbifreq7,-52.7,+36.8,46,TP,4.29,0.3,18.4,1.1
2021-04-13T06:20:00,9387,M87,on,227.103,vlbifreq7,-52.9,+36.6,198,TP,4.33,0.4,18.5,1.4
2021-04-13T06:26:51,9392,3C279,on,227.103,vlbifreq7,-69.7,+51.0,45,TP,4.38,1.4,16.3,2.0
2021-04-13T06:30:00,9394,3C279,on,227.103,vlbifreq7,-70.3,+50.4,127,TP,4.24,1.0,16.9,2.7
2021-04-13T06:34:49,9399,M87,on,227.103,vlbifreq7,-55.8,+33.8,48,TP,4.18,-1.9,22.4,2.1
2021-04-13T06:36:00,9401,M87,on,227.103,vlbifreq7,-56.0,+33.6,198,TP,4.19,-1.5,21.9,2.5
2021-04-13T06:42:55,9406,M87,on,227.103,vlbifreq7,-57.3,+32.3,47,TP,4.14,-0.6,20.0,2.5
2021-04-13T06:44:00,9408,M87,on,227.103,vlbifreq7,-57.5,+32.0,201,TP,4.14,-0.3,19.4,2.5
2021-04-13T06:50:54,9413,3C273,on,227.103,vlbifreq7,-69.3,+36.1,48,TP,4.11,0.2,19.1,2.2
2021-04-13T06:59:00,9418,3C273,on,227.103,vlbifreq7,-70.5,+34.3,163,TP,4.12,0.6,16.8,2.3
2021-04-13T07:04:53,9423,M87,on,227.103,vlbifreq7,-61.0,+27.9,45,TP,4.16,0.8,16.7,2.2
2021-04-13T07:06:00,9425,M87,on,227.103,vlbifreq7,-61.1,+27.7,200,TP,4.13,1.0,16.8,1.9
2021-04-13T07:12:54,9430,M87,on,227.103,vlbifreq7,-62.2,+26.3,48,TP,4.11,0.9,17.2,2.1
2021-04-13T07:14:00,9432,M87,on,227.103,vlbifreq7,-62.3,+26.1,200,TP,4.10,1.0,17.0,1.8
2021-04-13T07:20:53,9437,3C279,on,227.103,vlbifreq7,-78.5,+39.0,48,TP,3.96,1.0,18.3,1.9
2021-04-13T07:24:00,9439,3C279,on,227.103,vlbifreq7,-78.9,+38.4,131,TP,3.95,0.7,18.8,2.2
2021-04-13T07:28:49,9444,M87,on,227.103,vlbifreq7,-64.5,+23.0,44,TP,3.92,0.4,19.8,1.9
2021-04-13T07:30:00,9446,M87,on,227.103,vlbifreq7,-64.6,+22.8,199,TP,3.93,0.6,20.1,2.0
2021-04-13T07:36:54,9451,M87,on,227.103,vlbifreq7,-65.6,+21.3,45,TP,3.90,0.6,20.7,2.3
2021-04-13T07:42:00,9453,M87,on,227.103,vlbifreq7,-66.3,+20.2,200,TP,3.84,0.7,20.9,2.3
2021-04-13T07:48:53,9458,WHYA,on,227.103,vlbifreq7,-107.5,+50.5,44,TP,3.90,0.9,21.6,2.6
2021-04-13T07:50:00,9460,WHYA,on,227.103,vlbifreq7,-107.4,+50.3,163,TP,3.92,0.9,21.8,2.9
2021-04-13T07:55:54,9465,3C273,on,227.103,vlbifreq7,-78.0,+21.7,45,TP,3.88,0.8,21.7,1.8
2021-04-13T08:01:00,9467,3C273,on,227.103,vlbifreq7,-78.6,+20.5,164,TP,3.85,0.7,21.8,1.8
2021-04-13T08:06:50,9472,M87,on,227.103,vlbifreq7,-69.4,+14.9,46,TP,3.83,0.8,20.8,2.3
2021-04-13T08:08:00,9474,M87,on,227.103,vlbifreq7,-69.5,+14.7,197,TP,3.81,0.7,20.8,2.1
2021-04-13T08:14:51,9479,M87,on,227.103,vlbifreq7,-70.4,+13.2,46,TP,3.81,0.7,20.7,1.3
2021-04-13T08:16:00,9481,M87,on,227.103,vlbifreq7,-70.5,+13.0,198,TP,3.83,0.4,20.1,1.0
2021-04-13T08:22:51,9486,3C279,on,227.103,vlbifreq7,-85.8,+24.9,46,TP,3.81,-0.3,21.9,0.8
2021-04-13T08:28:00,9488,3C279,on,227.103,vlbifreq7,-86.3,+23.7,162,TP,3.70,-0.3,22.5,0.5
2021-04-13T08:33:52,9493,M87,on,227.103,vlbifreq7,-72.5,+9.1,45,TP,3.62,-0.1,20.6,0.3
2021-04-13T08:43:19,9497,M87,on,227.103,vlbifreq7,-73.5,+7.0,194,TP,3.68,0.2,21.0,1.0
2021-04-13T08:49:53,9503,3C273,on,227.103,vlbifreq7,-83.9,+9.4,46,TP,3.81,0.6,18.4,1.9
2021-04-13T08:55:00,9505,3C273,on,227.103,vlbifreq7,-84.4,+8.2,165,TP,3.87,0.8,18.4,2.1
2021-04-13T09:14:00,9510,3C279,on,227.103,vlbifreq7,-90.9,+13.1,162,TP,3.79,0.1,19.2,2.7
2021-04-13T09:19:55,9515,WHYA,on,227.103,vlbifreq7,-110.6,+30.6,47,TP,3.87,0.2,19.7,2.4
2021-04-13T09:29:00,9517,WHYA,on,227.103,vlbifreq7,-111.0,+28.7,162,TP,3.74,0.8,18.8,2.1
2021-04-13T23:38:44,9600,3C279,on,227.103,vlbifreq7,+85.6,+25.3,38,TP,2.65,-1.5,25.7,4.9
2021-04-13T23:40:00,9602,3C279,on,227.103,vlbifreq7,+85.4,+25.6,123,TP,2.64,-1.5,25.9,5.4
2021-04-13T23:44:45,9607,M87,on,227.103,vlbifreq7,+63.8,+23.9,41,TP,2.71,-1.4,26.0,5.5
2021-04-13T23:46:00,9609,M87,on,227.103,vlbifreq7,+63.7,+24.2,194,TP,2.68,-1.2,25.8,5.2
2021-04-13T23:52:46,9614,M87,on,227.103,vlbifreq7,+62.7,+25.6,41,TP,2.63,-1.6,26.4,3.4
2021-04-13T23:54:00,9616,M87,on,227.103,vlbifreq7,+62.5,+25.8,193,TP,2.58,-1.7,26.4,2.8
2021-04-14T00:00:45,9621,3C279,on,227.103,vlbifreq7,+83.1,+30.4,38,TP,2.63,-2.0,27.3,1.9
2021-04-14T00:07:00,9623,3C279,on,227.103,vlbifreq7,+82.4,+31.8,121,TP,2.64,-2.3,28.1,2.0
2021-04-14T00:11:44,9628,M87,on,227.103,vlbifreq7,+59.7,+29.4,40,TP,2.62,-2.5,28.3,1.9
2021-04-14T00:13:00,9630,M87,on,227.103,vlbifreq7,+59.5,+29.6,194,TP,2.59,-2.5,28.4,2.3
2021-04-14T00:19:44,9635,M87,on,227.103,vlbifreq7,+58.4,+31.0,39,TP,2.48,-2.2,28.0,1.4
2021-04-14T00:21:00,9637,M87,on,227.103,vlbifreq7,+58.2,+31.2,194,TP,2.45,-2.3,28.3,1.5
2021-04-14T00:36:00,9644,3C279,on,227.103,vlbifreq7,+78.8,+38.4,123,TP,2.62,-2.0,27.7,1.5
2021-04-14T00:40:44,9649,M87,on,227.103,vlbifreq7,+54.6,+35.0,39,TP,2.65,-1.7,27.1,2.0
2021-04-14T00:42:00,9651,M87,on,227.103,vlbifreq7,+54.4,+35.3,193,TP,2.57,-1.5,26.8,2.4
2021-04-14T00:48:45,9656,M87,on,227.103,vlbifreq7,+53.0,+36.5,38,TP,2.59,-1.2,26.0,2.1
2021-04-14T00:50:00,9658,M87,on,227.103,vlbifreq7,+52.8,+36.7,192,TP,2.58,-1.2,25.8,2.1
2021-04-14T00:56:46,9663,3C279,on,227.103,vlbifreq7,+75.8,+43.1,41,TP,2.58,-0.8,24.4,2.2
2021-04-14T01:03:00,9665,3C279,on,227.103,vlbifreq7,+74.9,+44.5,121,TP,2.55,-0.5,23.5,2.5
2021-04-14T01:07:44,9670,M87,on,227.103,vlbifreq7,+48.9,+39.9,42,TP,2.58,-0.4,22.9,2.3
2021-04-14T01:09:00,9672,M87,on,227.103,vlbifreq7,+48.7,+40.1,190,TP,2.55,-0.4,22.9,2.0
2021-04-14T01:15:47,9677,M87,on,227.103,vlbifreq7,+47.1,+41.3,39,TP,2.57,-0.6,23.0,2.4
2021-04-14T01:17:00,9679,M87,on,227.103,vlbifreq7,+46.9,+41.5,194,TP,2.58,-0.4,22.5,1.4
2021-04-14T01:23:47,9684,3C279,on,227.103,vlbifreq7,+71.4,+49.1,39,TP,2.54,-0.3,22.3,1.4
2021-04-14T01:32:00,9688,3C279,on,227.103,vlbifreq7,+69.9,+50.8,120,TP,2.56,-0.7,23.2,1.7
2021-04-14T01:36:47,9693,M87,on,227.103,vlbifreq7,+41.8,+44.7,40,TP,2.55,-0.3,22.0,1.5
2021-04-14T01:38:00,9695,M87,on,227.103,vlbifreq7,+41.5,+44.9,195,TP,2.64,-0.3,22.1,1.8
2021-04-14T01:44:43,9700,M87,on,227.103,vlbifreq7,+39.6,+45.9,38,TP,2.53,-1.1,23.6,1.3
2021-04-14T01:46:00,9702,M87,on,227.103,vlbifreq7,+39.3,+46.1,191,TP,2.59,-1.3,24.3,1.1
2021-04-14T01:52:48,9707,3C279,on,227.103,vlbifreq7,+65.3,+55.3,39,TP,2.50,-0.5,22.7,1.7
2021-04-14T01:59:00,9709,3C279,on,227.103,vlbifreq7,+63.9,+56.6,119,TP,2.52,-0.3,22.2,2.5
2021-04-14T02:03:45,9714,M87,on,227.103,vlbifreq7,+34.0,+48.5,39,TP,2.55,-0.3,22.1,2.5
2021-04-14T02:05:00,9716,M87,on,227.103,vlbifreq7,+33.6,+48.7,192,TP,2.65,-0.1,21.7,2.8
2021-04-14T02:11:47,9721,M87,on,227.103,vlbifreq7,+31.4,+49.5,40,TP,2.62,0.0,21.3,2.6
2021-04-14T02:13:00,9723,M87,on,227.103,vlbifreq7,+31.0,+49.7,192,TP,2.52,0.0,21.4,2.2
2021-04-14T02:19:46,9728,3C279,on,227.103,vlbifreq7,+58.0,+60.8,38,TP,2.40,0.0,21.3,2.7
2021-04-14T02:28:00,9733,3C279,on,227.103,vlbifreq7,+55.3,+62.3,120,TP,2.32,-0.5,22.5,2.9
2021-04-14T02:32:42,9738,M87,on,227.103,vlbifreq7,+24.1,+51.8,39,TP,2.31,-0.2,22.0,3.1
2021-04-14T02:34:00,9740,M87,on,227.103,vlbifreq7,+23.7,+51.9,194,TP,2.30,-0.2,21.9,3.2
2021-04-14T02:40:43,9745,M87,on,227.103,vlbifreq7,+21.2,+52.5,38,TP,2.33,-0.2,21.8,2.8
2021-04-14T02:42:00,9747,M87,on,227.103,vlbifreq7,+20.7,+52.6,195,TP,2.31,-0.2,21.9,2.7
2021-04-14T02:48:46,9752,3C279,on,227.103,vlbifreq7,+47.0,+66.1,38,TP,2.37,-0.3,22.2,2.6
2021-04-14T02:55:00,9754,3C279,on,227.103,vlbifreq7,+44.1,+67.1,119,TP,2.36,-0.4,22.4,2.7
2021-04-14T02:59:44,9759,M87,on,227.103,vlbifreq7,+13.7,+53.8,41,TP,2.28,-0.3,22.4,2.8
2021-04-14T03:01:00,9761,M87,on,227.103,vlbifreq7,+13.2,+53.9,193,TP,2.28,-0.4,22.4,3.0
2021-04-14T03:07:46,9766,M87,on,227.103,vlbifreq7,+10.4,+54.2,39,TP,2.40,-0.9,23.5,2.4
2021-04-14T03:09:00,9768,M87,on,227.103,vlbifreq7,+10.0,+54.3,193,TP,2.35,-1.0,23.5,2.6
2021-04-14T03:15:44,9773,SGRA,on,227.103,vlbifreq7,+115.0,+16.7,38,TP,2.28,-1.1,23.7,2.1
2021-04-14T03:44:45,9784,SGRA,on,227.103,vlbifreq7,+113.1,+22.8,86,TP,2.08,-0.9,23.7,1.8
2021-04-14T03:51:45,9788,NRAO530,on,227.103,vlbifreq7,+95.1,+22.6,42,TP,2.02,-0.8,23.6,2.1
2021-04-14T03:53:00,9790,NRAO530,on,227.103,vlbifreq7,+95.1,+22.8,84,TP,2.01,-1.0,23.9,2.5
2021-04-14T03:56:44,9795,SGRA,on,227.103,vlbifreq7,+112.4,+25.4,38,TP,2.02,-0.8,23.5,1.9
2021-04-14T03:58:00,9797,SGRA,on,227.103,vlbifreq7,+112.4,+25.6,370,TP,2.02,-0.8,23.5,1.9
2021-04-14T04:09:47,9802,NRAO530,on,227.103,vlbifreq7,+93.5,+26.7,40,TP,2.09,-0.9,23.5,2.2
2021-04-14T04:11:00,9804,NRAO530,on,227.103,vlbifreq7,+93.4,+27.0,88,TP,2.08,-0.9,23.5,2.2
2021-04-14T04:14:45,9809,3C279,on,227.103,vlbifreq7,-14.1,+72.4,39,TP,2.17,-0.6,23.0,2.4
2021-04-14T04:20:00,9811,3C279,on,227.103,vlbifreq7,-18.1,+72.1,121,TP,2.11,-0.8,23.5,2.2
2021-04-14T04:24:46,9816,J1743-0350,on,227.103,vlbifreq7,+83.6,+24.3,38,TP,2.12,-0.8,23.4,1.8
2021-04-14T04:33:00,9821,J1743-0350,on,227.103,vlbifreq7,+82.7,+26.2,86,TP,2.11,-0.6,23.2,2.1
2021-04-14T04:36:45,9826,SGRA,on,227.103,vlbifreq7,+110.4,+34.0,38,TP,2.07,-0.7,23.5,2.9
2021-04-14T04:38:00,9828,SGRA,on,227.103,vlbifreq7,+110.4,+34.2,444,TP,2.01,-0.7,23.7,2.5
2021-04-14T04:51:45,9833,J1743-0350,on,227.103,vlbifreq7,+80.5,+30.4,39,TP,1.95,-0.8,24.1,1.8
2021-04-14T04:53:00,9835,J1743-0350,on,227.103,vlbifreq7,+80.4,+30.7,87,TP,1.94,-0.8,24.0,2.0
2021-04-14T04:56:45,9840,SGRA,on,227.103,vlbifreq7,+109.6,+38.3,38,TP,1.95,-0.8,23.8,2.2
2021-04-14T04:58:00,9842,SGRA,on,227.103,vlbifreq7,+109.6,+38.6,408,TP,1.99,-0.8,23.7,2.2
2021-04-14T05:10:46,9847,J1743-0350,on,227.103,vlbifreq7,+78.1,+34.8,42,TP,1.96,-1.3,24.6,2.9
2021-04-14T05:12:00,9849,J1743-0350,on,227.103,vlbifreq7,+78.0,+35.0,85,TP,1.92,-1.1,24.4,2.6
2021-04-14T05:15:45,9854,SGRA,on,227.103,vlbifreq7,+109.0,+42.4,39,TP,1.83,-0.9,24.1,2.9
2021-04-14T05:17:00,9856,SGRA,on,227.103,vlbifreq7,+109.0,+42.7,372,TP,1.83,-1.0,24.1,2.1
2021-04-14T05:28:44,9861,J1924-2914,on,227.103,vlbifreq7,+113.0,+24.0,38,TP,1.90,-1.1,24.9,3.0
