--------------------------------
Started at UT 2015y008d03h51m25s
Elapsed      Time Interval
Time / s          / s
--------------------------------
396727      8.465604907e-01
396788      8.465604902e-01
396849      8.465604867e-01
396910      8.465604917e-01
396971      8.465604927e-01
397032      8.465604927e-01
397093      8.465604932e-01
397154      8.465604947e-01
397215      8.465604892e-01
397276      8.465604902e-01
397337      8.465604922e-01
397398      8.465604987e-01
397459      8.465604957e-01
397520      8.465604972e-01
397581      8.465604967e-01
397642      8.465604962e-01
397703      8.465604892e-01
397764      8.465604897e-01
397825      8.465604887e-01
397886      8.465604872e-01
397947      8.465604847e-01
398008      8.465604677e-01
398069      8.465604937e-01
398130      8.465604887e-01
398191      8.465604892e-01
398252      8.465604907e-01
398313      8.465604872e-01
398374      8.465604922e-01
398435      8.465604947e-01
398496      8.465604902e-01
398557      8.465604937e-01
398618      8.465604917e-01
398679      8.465604857e-01
398740      8.465604867e-01
398801      8.465604912e-01
398862      8.465604912e-01
398923      8.465604877e-01
398984      8.465604877e-01
399045      8.465604932e-01
399106      8.465604932e-01
399167      8.465604922e-01
399228      8.465604972e-01
399289      8.465604917e-01
399350      8.465604947e-01
399411      8.465604932e-01
399472      8.465604942e-01
399533      8.465604957e-01
399594      8.465604907e-01
399655      8.465604937e-01
399716      8.465604932e-01
399777      8.465604932e-01
399838      8.465604902e-01
399899      8.465604922e-01
399960      8.465604947e-01
400021      8.465604882e-01
400082      8.465604857e-01
400143      8.465604882e-01
400204      8.465604817e-01
400265      8.465604847e-01
400326      8.465604837e-01
400387      8.465604817e-01
400448      8.465604822e-01
400509      8.465604797e-01
400570      8.465604822e-01
400631      8.465604817e-01
400692      8.465604812e-01
400753      8.465604862e-01
400814      8.465604817e-01
400875      8.465604862e-01
400936      8.465604852e-01
400997      8.465604837e-01
401058      8.465604852e-01
401119      8.465604847e-01
401180      8.465604837e-01
401241      8.465604877e-01
401302      8.465604872e-01
401363      8.465604902e-01
401424      8.465604867e-01
401485      8.465604802e-01
401546      8.465604827e-01
401607      8.465604862e-01
401668      8.465604757e-01
401729      8.465604832e-01
401790      8.465604837e-01
401851      8.465604867e-01
401912      8.465604867e-01
401973      8.465604852e-01
402034      8.465604852e-01
402095      8.465604882e-01
402156      8.465604827e-01
402217      8.465604867e-01
423083      8.465604227e-01
423144      8.465604242e-01
423205      8.465604152e-01
423266      8.465604142e-01
423327      8.465604172e-01
423434      8.465604277e-01
423495      8.465604247e-01
423556      8.465604237e-01
423617      8.465604247e-01
423678      8.465604297e-01
423739      8.465604282e-01
423800      8.465604182e-01
423861      8.465604192e-01
423922      8.465604177e-01
423983      8.465604187e-01
424044      8.465604172e-01
424105      8.465604157e-01
424166      8.465604157e-01
424227      8.465604197e-01
424297      8.465604222e-01
424358      8.465604197e-01
424419      8.465604177e-01
424480      8.465604187e-01
424541      8.465604172e-01
424602      8.465604177e-01
424663      8.465604217e-01
424724      8.465604187e-01
424785      8.465604177e-01
424846      8.465604197e-01
424907      8.465604032e-01
424968      8.465604172e-01
425029      8.465604187e-01
425090      8.465604172e-01
425151      8.465604122e-01
425212      8.465604112e-01
425273      8.465604132e-01
425334      8.465604052e-01
425395      8.465604052e-01
425456      8.465604082e-01
425517      8.465604052e-01
425578      8.465604062e-01
425639      8.465604072e-01
425700      8.465604067e-01
425761      8.465604102e-01
425822      8.465604077e-01
425883      8.465604087e-01
425944      8.465604072e-01
426005      8.465604072e-01
426066      8.465604092e-01
426127      8.465604117e-01
426188      8.465604117e-01
426249      8.465604082e-01
426310      8.465604092e-01
426371      8.465604087e-01
426432      8.465604082e-01
426493      8.465604082e-01
426554      8.465604057e-01
426615      8.465604067e-01
426676      8.465604057e-01
426737      8.465604167e-01
426798      8.465604167e-01
426859      8.465604192e-01
426920      8.465604117e-01
426981      8.465604127e-01
427042      8.465604127e-01
427103      8.465604107e-01
427164      8.465604107e-01
427225      8.465604097e-01
427286      8.465604097e-01
427347      8.465604152e-01
427408      8.465604122e-01
427469      8.465604147e-01
427530      8.465604182e-01
427591      8.465604227e-01
427652      8.465604192e-01
427713      8.465604182e-01
427774      8.465604192e-01
427835      8.465604177e-01
427896      8.465604237e-01
427957      8.465604312e-01
428018      8.465604197e-01
428079      8.465604167e-01
428140      8.465604217e-01
428201      8.465604217e-01
428262      8.465604142e-01
428323      8.465604192e-01
428384      8.465604232e-01
428445      8.465604237e-01
428506      8.465604227e-01
428567      8.465604142e-01
428628      8.465604152e-01
428689      8.465603962e-01
428750      8.465603947e-01
428811      8.465603907e-01
428872      8.465604217e-01
428933      8.465604067e-01
428994      8.465604007e-01
429055      8.465604042e-01
429116      8.465604047e-01
429177      8.465604082e-01
429238      8.465604227e-01
429299      8.465604007e-01
429360      8.465604152e-01
429421      8.465604152e-01
429482      8.465604052e-01
429543      8.465604152e-01
429604      8.465604147e-01
429665      8.465604132e-01
429726      8.465604112e-01
429787      8.465604092e-01
429848      8.465604072e-01
429909      8.465604327e-01
429970      8.465604097e-01
430031      8.465603917e-01
430092      8.465604082e-01
430153      8.465604162e-01
430214      8.465604117e-01
430275      8.465604097e-01
430336      8.465604072e-01
430397      8.465604047e-01
430458      8.465604017e-01
430519      8.465604082e-01
430580      8.465603927e-01
430641      8.465604092e-01
430702      8.465604072e-01
430763      8.465604052e-01
430824      8.465604087e-01
430885      8.465604107e-01
430946      8.465604042e-01
431007      8.465604032e-01
431068      8.465603977e-01
431129      8.465604072e-01
431190      8.465604107e-01
431251      8.465604097e-01
431312      8.465604047e-01
431373      8.465604072e-01
431434      8.465604092e-01
431495      8.465604182e-01
431556      8.465604142e-01
431617      8.465604052e-01
431678      8.465604077e-01
431739      8.465604122e-01
431800      8.465604112e-01
431861      8.465604057e-01
431922      8.465604042e-01
431983      8.465604027e-01
432044      8.465604017e-01
432105      8.465604047e-01
432166      8.465604047e-01
432227      8.465604037e-01
432288      8.465603962e-01
432349      8.465604007e-01
432410      8.465603947e-01
432471      8.465604007e-01
432532      8.465604012e-01
432593      8.465604002e-01
432654      8.465603992e-01
432715      8.465603982e-01
432776      8.465603957e-01
432837      8.465603987e-01
432898      8.465603942e-01
432959      8.465603987e-01
433020      8.465604012e-01
433081      8.465604007e-01
433142      8.465603997e-01
433203      8.465604007e-01
433264      8.465603992e-01
433325      8.465604022e-01
433386      8.465603987e-01
433447      8.465603977e-01
433508      8.465604012e-01
433569      8.465604032e-01
433630      8.465604022e-01
433691      8.465604017e-01
433752      8.465604007e-01
433813      8.465603992e-01
433874      8.465604022e-01
433935      8.465604042e-01
433996      8.465604042e-01
434057      8.465604072e-01
434118      8.465603987e-01
434179      8.465603997e-01
434240      8.465604047e-01
434301      8.465603952e-01
434362      8.465603972e-01
434423      8.465604022e-01
434484      8.465604032e-01
434545      8.465604017e-01
434606      8.465603987e-01
434667      8.465603897e-01
434728      8.465603907e-01
434789      8.465603887e-01
434850      8.465603887e-01
434911      8.465603922e-01
434972      8.465603897e-01
435033      8.465603882e-01
435094      8.465603822e-01
435155      8.465603922e-01
435216      8.465603857e-01
435277      8.465603887e-01
435338      8.465603877e-01
435399      8.465603902e-01
435460      8.465603902e-01
435521      8.465603902e-01
435582      8.465603887e-01
435643      8.465603927e-01
435704      8.465603917e-01
435765      8.465603857e-01
435826      8.465603962e-01
435887      8.465603942e-01
435948      8.465603952e-01
436009      8.465603917e-01
436070      8.465603827e-01
436131      8.465603882e-01
436192      8.465603912e-01
436253      8.465603877e-01
436314      8.465603862e-01
436375      8.465603812e-01
436436      8.465603862e-01
436497      8.465603817e-01
436558      8.465603857e-01
436619      8.465603827e-01
436680      8.465603782e-01
436741      8.465603812e-01
436802      8.465603827e-01
436863      8.465603837e-01
436924      8.465603787e-01
436985      8.465603817e-01
437046      8.465603762e-01
437107      8.465603772e-01
437168      8.465603797e-01
437229      8.465603897e-01
437290      8.465603907e-01
437351      8.465603922e-01
437412      8.465603917e-01
437473      8.465603852e-01
437534      8.465603832e-01
437595      8.465603842e-01
437656      8.465603827e-01
437717      8.465603867e-01
437778      8.465603887e-01
437839      8.465603877e-01
437900      8.465603857e-01
437961      8.465603942e-01
438022      8.465603957e-01
438083      8.465603902e-01
438144      8.465603902e-01
438205      8.465603942e-01
438266      8.465603862e-01
438327      8.465603892e-01
438388      8.465603892e-01
438449      8.465603912e-01
438510      8.465603897e-01
438571      8.465603872e-01
438632      8.465603877e-01
438693      8.465603862e-01
438754      8.465603892e-01
438815      8.465603862e-01
438876      8.465603882e-01
438937      8.465603857e-01
438998      8.465603917e-01
439059      8.465603817e-01
439120      8.465603857e-01
439181      8.465603912e-01
439242      8.465603897e-01
439303      8.465603897e-01
439364      8.465603847e-01
439425      8.465603867e-01
439486      8.465603732e-01
439547      8.465603837e-01
439608      8.465603857e-01
439669      8.465603862e-01
439730      8.465603827e-01
439791      8.465603827e-01
439852      8.465603822e-01
439913      8.465603837e-01
439974      8.465603862e-01
440035      8.465603892e-01
440096      8.465603872e-01
440157      8.465603887e-01
440218      8.465603912e-01
440279      8.465603902e-01
440340      8.465603882e-01
440401      8.465603877e-01
440462      8.465603862e-01
440523      8.465603887e-01
440584      8.465603807e-01
440645      8.465603767e-01
440706      8.465603862e-01
440767      8.465603822e-01
440828      8.465603837e-01
440889      8.465603827e-01
440950      8.465603792e-01
441011      8.465603777e-01
441072      8.465603837e-01
441133      8.465603837e-01
441194      8.465603842e-01
441255      8.465603892e-01
441316      8.465603847e-01
441377      8.465603822e-01
441438      8.465603842e-01
441499      8.465603822e-01
441560      8.465603862e-01
441621      8.465603887e-01
441682      8.465603867e-01
441743      8.465603862e-01
441804      8.465603862e-01
441865      8.465603717e-01
441926      8.465603762e-01
441987      8.465603822e-01
442048      8.465603787e-01
442109      8.465603832e-01
442170      8.465603787e-01
442231      8.465603807e-01
442292      8.465603732e-01
442353      8.465603787e-01
442414      8.465603767e-01
442475      8.465603762e-01
442536      8.465603767e-01
442597      8.465603772e-01
442658      8.465603807e-01
442719      8.465603787e-01
442780      8.465603732e-01
442841      8.465603767e-01
442902      8.465603767e-01
442963      8.465603757e-01
443024      8.465603792e-01
443085      8.465603762e-01
443146      8.465603692e-01
443207      8.465603732e-01
443268      8.465603752e-01
443329      8.465603702e-01
443390      8.465603797e-01
443451      8.465603827e-01
443512      8.465603797e-01
443573      8.465603717e-01
443634      8.465603792e-01
443695      8.465603692e-01
443756      8.465603737e-01
443817      8.465603717e-01
443878      8.465603617e-01
443939      8.465603747e-01
444000      8.465603702e-01
444061      8.465603732e-01
444122      8.465603732e-01
444183      8.465603717e-01
444244      8.465603727e-01
444305      8.465603687e-01
444366      8.465603752e-01
444427      8.465603737e-01
444488      8.465603747e-01
444549      8.465603697e-01
444610      8.465603707e-01
444671      8.465603727e-01
444732      8.465603627e-01
444793      8.465603717e-01
444854      8.465603737e-01
444915      8.465603722e-01
444976      8.465603747e-01
445037      8.465603732e-01
445098      8.465603747e-01
445159      8.465603697e-01
445220      8.465603737e-01
445281      8.465603697e-01
445342      8.465603667e-01
445403      8.465603647e-01
445464      8.465603687e-01
445525      8.465603522e-01
445586      8.465603642e-01
445647      8.465603687e-01
445708      8.465603587e-01
445769      8.465603592e-01
445830      8.465603722e-01
445891      8.465603587e-01
445952      8.465603692e-01
446013      8.465603557e-01
446074      8.465603617e-01
446135      8.465603727e-01
446196      8.465603567e-01
446257      8.465603722e-01
446318      8.465603692e-01
446379      8.465603662e-01
446440      8.465603697e-01
446501      8.465603642e-01
446562      8.465603662e-01
446623      8.465603627e-01
446684      8.465603642e-01
446745      8.465603662e-01
446806      8.465603692e-01
446867      8.465603672e-01
446928      8.465603677e-01
446989      8.465603632e-01
447050      8.465603667e-01
447111      8.465603742e-01
447172      8.465603762e-01
447233      8.465603737e-01
447294      8.465603752e-01
447355      8.465603607e-01
447416      8.465603647e-01
447477      8.465603637e-01
447538      8.465603642e-01
447599      8.465603607e-01
447660      8.465603567e-01
447721      8.465603652e-01
447782      8.465603617e-01
447843      8.465603652e-01
447904      8.465603677e-01
447965      8.465603657e-01
448026      8.465603632e-01
448087      8.465603717e-01
448148      8.465603687e-01
448209      8.465603712e-01
448270      8.465603687e-01
448331      8.465603672e-01
448392      8.465603607e-01
448453      8.465603582e-01
448514      8.465603607e-01
448575      8.465603582e-01
448636      8.465603567e-01
448697      8.465603587e-01
448758      8.465603607e-01
448819      8.465603617e-01
448880      8.465603632e-01
448941      8.465603647e-01
449002      8.465603627e-01
449063      8.465603647e-01
449124      8.465603642e-01
449185      8.465603607e-01
449246      8.465603612e-01
449307      8.465603597e-01
449368      8.465603617e-01
449429      8.465603612e-01
449490      8.465603587e-01
449551      8.465603597e-01
449612      8.465603567e-01
449673      8.465603647e-01
449734      8.465603657e-01
449795      8.465603637e-01
449856      8.465603672e-01
449917      8.465603607e-01
449978      8.465603717e-01
450039      8.465603672e-01
450100      8.465603647e-01
450161      8.465603617e-01
450222      8.465603597e-01
450283      8.465603587e-01
450344      8.465603617e-01
450405      8.465603592e-01
450466      8.465603677e-01
450527      8.465603697e-01
450588      8.465603662e-01
450649      8.465603727e-01
450710      8.465603627e-01
450771      8.465603592e-01
450832      8.465603622e-01
450893      8.465603597e-01
450954      8.465603587e-01
451015      8.465603627e-01
451076      8.465603622e-01
451137      8.465603632e-01
451198      8.465603662e-01
451259      8.465603617e-01
451320      8.465603622e-01
451381      8.465603662e-01
451442      8.465603642e-01
451503      8.465603647e-01
451564      8.465603662e-01
451625      8.465603717e-01
451686      8.465603647e-01
451747      8.465603647e-01
451808      8.465603637e-01
451869      8.465603642e-01
451930      8.465603652e-01
451991      8.465603607e-01
452052      8.465603627e-01
452113      8.465603662e-01
452174      8.465603647e-01
452235      8.465603647e-01
452296      8.465603642e-01
452357      8.465603632e-01
452418      8.465603607e-01
452479      8.465603587e-01
452540      8.465603582e-01
452601      8.465603627e-01
452662      8.465603592e-01
452723      8.465603587e-01
452784      8.465603602e-01
452845      8.465603672e-01
452906      8.465603562e-01
452967      8.465603572e-01
453028      8.465603547e-01
453089      8.465603577e-01
453150      8.465603577e-01
453211      8.465603572e-01
453272      8.465603567e-01
453333      8.465603597e-01
453394      8.465603602e-01
453455      8.465603602e-01
453516      8.465603657e-01
453577      8.465603667e-01
453638      8.465603637e-01
453699      8.465603552e-01
453760      8.465603597e-01
453821      8.465603567e-01
453882      8.465603542e-01
453943      8.465603542e-01
454004      8.465603497e-01
454065      8.465603577e-01
454126      8.465603567e-01
454187      8.465603647e-01
454248      8.465603597e-01
454309      8.465603687e-01
454370      8.465603502e-01
454431      8.465603522e-01
454492      8.465603457e-01
454553      8.465603452e-01
454614      8.465603467e-01
454675      8.465603417e-01
454736      8.465603442e-01
454797      8.465603447e-01
454858      8.465603497e-01
454919      8.465603497e-01
454980      8.465603462e-01
455041      8.465603487e-01
455102      8.465603477e-01
455163      8.465603477e-01
455224      8.465603487e-01
455285      8.465603512e-01
455346      8.465603547e-01
455407      8.465603522e-01
455468      8.465603522e-01
455529      8.465603532e-01
455590      8.465603497e-01
455651      8.465603502e-01
455712      8.465603512e-01
455773      8.465603497e-01
455834      8.465603512e-01
455895      8.465603447e-01
455956      8.465603467e-01
456017      8.465603532e-01
456078      8.465603572e-01
456139      8.465603477e-01
456200      8.465603482e-01
456261      8.465603507e-01
456322      8.465603482e-01
456383      8.465603527e-01
456444      8.465603542e-01
456505      8.465603567e-01
456566      8.465603517e-01
456627      8.465603532e-01
456688      8.465603492e-01
456749      8.465603537e-01
456810      8.465603562e-01
456871      8.465603567e-01
456932      8.465603542e-01
456993      8.465603492e-01
457054      8.465603507e-01
457115      8.465603472e-01
457176      8.465603482e-01
457237      8.465603497e-01
457298      8.465603467e-01
457359      8.465603457e-01
457420      8.465603482e-01
457481      8.465603542e-01
457542      8.465603447e-01
457603      8.465603517e-01
457664      8.465603567e-01
457725      8.465603427e-01
457786      8.465603467e-01
457847      8.465603437e-01
457908      8.465603507e-01
457969      8.465603482e-01
458030      8.465603467e-01
458091      8.465603557e-01
458152      8.465603497e-01
458213      8.465603487e-01
458274      8.465603442e-01
458335      8.465603462e-01
458396      8.465603477e-01
458457      8.465603427e-01
458518      8.465603462e-01
458579      8.465603497e-01
458640      8.465603512e-01
458701      8.465603427e-01
458762      8.465603427e-01
458823      8.465603422e-01
458884      8.465603377e-01
458945      8.465603402e-01
459006      8.465603442e-01
459067      8.465603472e-01
459128      8.465603487e-01
459189      8.465603477e-01
459250      8.465603512e-01
459311      8.465603447e-01
459372      8.465603432e-01
459433      8.465603427e-01
459494      8.465603492e-01
459555      8.465603427e-01
459616      8.465603417e-01
459677      8.465603427e-01
459738      8.465603387e-01
459799      8.465603317e-01
459860      8.465603347e-01
459921      8.465603357e-01
459982      8.465603402e-01
460043      8.465603412e-01
460104      8.465603402e-01
460165      8.465603497e-01
460226      8.465603342e-01
460287      8.465603382e-01
460348      8.465603357e-01
460409      8.465603342e-01
460470      8.465603397e-01
460531      8.465603362e-01
460592      8.465603382e-01
460653      8.465603372e-01
460714      8.465603382e-01
460775      8.465603377e-01
460836      8.465603362e-01
460897      8.465603337e-01
460958      8.465603337e-01
461019      8.465603357e-01
461080      8.465603327e-01
461141      8.465603332e-01
461202      8.465603352e-01
461263      8.465603332e-01
461324      8.465603347e-01
461385      8.465603312e-01
461446      8.465603382e-01
461507      8.465603367e-01
461568      8.465603372e-01
461629      8.465603352e-01
461690      8.465603327e-01
461751      8.465603287e-01
461812      8.465603327e-01
461873      8.465603312e-01
461934      8.465603327e-01
461995      8.465603352e-01
462056      8.465603302e-01
462117      8.465603292e-01
462178      8.465603267e-01
462239      8.465603302e-01
462300      8.465603307e-01
462361      8.465603332e-01
462422      8.465603337e-01
462483      8.465603287e-01
462544      8.465603277e-01
462605      8.465603287e-01
462666      8.465603252e-01
462727      8.465603297e-01
462788      8.465603297e-01
462849      8.465603347e-01
462910      8.465603282e-01
462971      8.465603217e-01
463032      8.465603267e-01
463093      8.465603232e-01
463154      8.465603247e-01
463215      8.465603247e-01
463276      8.465603277e-01
463337      8.465603277e-01
463398      8.465603217e-01
463459      8.465603227e-01
463520      8.465603242e-01
463581      8.465603272e-01
463642      8.465603247e-01
463703      8.465603227e-01
463764      8.465603317e-01
463825      8.465603312e-01
463886      8.465603292e-01
463947      8.465603267e-01
464008      8.465603292e-01
464069      8.465603262e-01
464130      8.465603277e-01
464191      8.465603277e-01
464252      8.465603227e-01
464313      8.465603232e-01
464374      8.465603187e-01
464435      8.465603272e-01
464496      8.465603252e-01
464557      8.465603222e-01
464618      8.465603197e-01
464679      8.465603237e-01
464740      8.465603267e-01
464801      8.465603227e-01
464862      8.465603097e-01
464923      8.465603082e-01
464984      8.465603222e-01
465045      8.465603182e-01
465106      8.465603092e-01
465167      8.465603227e-01
465228      8.465603222e-01
465289      8.465603147e-01
465350      8.465603242e-01
465411      8.465603142e-01
465472      8.465603142e-01
465533      8.465603202e-01
465594      8.465603192e-01
465655      8.465603182e-01
465716      8.465603177e-01
465777      8.465603137e-01
465838      8.465603142e-01
465899      8.465603187e-01
465960      8.465603187e-01
466021      8.465603197e-01
466082      8.465603187e-01
466143      8.465603112e-01
466204      8.465603157e-01
466265      8.465603142e-01
466326      8.465603162e-01
466387      8.465603142e-01
466448      8.465603187e-01
466509      8.465603147e-01
466570      8.465603167e-01
466631      8.465603137e-01
466692      8.465603142e-01
466753      8.465603137e-01
466814      8.465603107e-01
466875      8.465603142e-01
466936      8.465603142e-01
466997      8.465603137e-01
467058      8.465603112e-01
467119      8.465603122e-01
467180      8.465603197e-01
467241      8.465603162e-01
467302      8.465603152e-01
467363      8.465603137e-01
467424      8.465603097e-01
467485      8.465603117e-01
467546      8.465603112e-01
467607      8.465603147e-01
467668      8.465603112e-01
467729      8.465603122e-01
467790      8.465603077e-01
467851      8.465603177e-01
467912      8.465603157e-01
467973      8.465603127e-01
468034      8.465603142e-01
468095      8.465603182e-01
468156      8.465603192e-01
468217      8.465603197e-01
468278      8.465603177e-01
468339      8.465603142e-01
468400      8.465603137e-01
468461      8.465603097e-01
468522      8.465603127e-01
468583      8.465603122e-01
468644      8.465603092e-01
468705      8.465603127e-01
468766      8.465603127e-01
468827      8.465603207e-01
468888      8.465603147e-01
468949      8.465603137e-01
469010      8.465603102e-01
469071      8.465603062e-01
469132      8.465603127e-01
469193      8.465603082e-01
469254      8.465603082e-01
469315      8.465603092e-01
469376      8.465603092e-01
469437      8.465603052e-01
469498      8.465603097e-01
469559      8.465603057e-01
469620      8.465603077e-01
469681      8.465603112e-01
469742      8.465603072e-01
469803      8.465603092e-01
469864      8.465603057e-01
469925      8.465603062e-01
469986      8.465603027e-01
470047      8.465603092e-01
470108      8.465603122e-01
470169      8.465603062e-01
470230      8.465603077e-01
470291      8.465603062e-01
470352      8.465603017e-01
470413      8.465603117e-01
470474      8.465603097e-01
470535      8.465603097e-01
470596      8.465603087e-01
470657      8.465603067e-01
470718      8.465603077e-01
470779      8.465603102e-01
470840      8.465603037e-01
470901      8.465603022e-01
470962      8.465603102e-01
471023      8.465603067e-01
471084      8.465602922e-01
471145      8.465602922e-01
471206      8.465602932e-01
471267      8.465603122e-01
471328      8.465603062e-01
471389      8.465603057e-01
471450      8.465603127e-01
471511      8.465603147e-01
471572      8.465603072e-01
471633      8.465603037e-01
471694      8.465603017e-01
471755      8.465603042e-01
471816      8.465603057e-01
471877      8.465603002e-01
471938      8.465602922e-01
471999      8.465603042e-01
472060      8.465602992e-01
472121      8.465602927e-01
472182      8.465602777e-01
472243      8.465603012e-01
472304      8.465602962e-01
472365      8.465602977e-01
472426      8.465602997e-01
472487      8.465603017e-01
472548      8.465603037e-01
472609      8.465603062e-01
472670      8.465603017e-01
472731      8.465602982e-01
472792      8.465603002e-01
472853      8.465603047e-01
472914      8.465603012e-01
472975      8.465602947e-01
473036      8.465602962e-01
473097      8.465602927e-01
473158      8.465602947e-01
473219      8.465602947e-01
473280      8.465603017e-01
473341      8.465603007e-01
473402      8.465603002e-01
473463      8.465602952e-01
473524      8.465602947e-01
473585      8.465602927e-01
473646      8.465602977e-01
473707      8.465602952e-01
473768      8.465602952e-01
473829      8.465603022e-01
473890      8.465602957e-01
473951      8.465602962e-01
474012      8.465602947e-01
474073      8.465602957e-01
474134      8.465602932e-01
474195      8.465602967e-01
474256      8.465602937e-01
474317      8.465602897e-01
474378      8.465602962e-01
474439      8.465602947e-01
474500      8.465602952e-01
474561      8.465602902e-01
474622      8.465602892e-01
474683      8.465602872e-01
474744      8.465602922e-01
474805      8.465602892e-01
474866      8.465602917e-01
474927      8.465602832e-01
474988      8.465602862e-01
475049      8.465602862e-01
475110      8.465602872e-01
475171      8.465602812e-01
475232      8.465602782e-01
475293      8.465602792e-01
475354      8.465602817e-01
475415      8.465602777e-01
475476      8.465602787e-01
475537      8.465602767e-01
475598      8.465602792e-01
475659      8.465602762e-01
475720      8.465602817e-01
475781      8.465602837e-01
475842      8.465602817e-01
475903      8.465602807e-01
475964      8.465602767e-01
476025      8.465602777e-01
476086      8.465602812e-01
476147      8.465602797e-01
476208      8.465602782e-01
476269      8.465602787e-01
476330      8.465602792e-01
476391      8.465602777e-01
476452      8.465602767e-01
476513      8.465602792e-01
476574      8.465602812e-01
476635      8.465602817e-01
476696      8.465602817e-01
476757      8.465602812e-01
476818      8.465602767e-01
476879      8.465602722e-01
476940      8.465602762e-01
477001      8.465602792e-01
477062      8.465602787e-01
477123      8.465602812e-01
477184      8.465602737e-01
477245      8.465602697e-01
477306      8.465602777e-01
477367      8.465602782e-01
477428      8.465602747e-01
477489      8.465602722e-01
477550      8.465602717e-01
477611      8.465602757e-01
477672      8.465602737e-01
477733      8.465602692e-01
477794      8.465602742e-01
477855      8.465602732e-01
477916      8.465602702e-01
477977      8.465602677e-01
478038      8.465602732e-01
478099      8.465602787e-01
478160      8.465602832e-01
478221      8.465602697e-01
478282      8.465602682e-01
478343      8.465602727e-01
478404      8.465602692e-01
478465      8.465602737e-01
478526      8.465602712e-01
478587      8.465602692e-01
478648      8.465602712e-01
478709      8.465602672e-01
478770      8.465602612e-01
478831      8.465602652e-01
478892      8.465602647e-01
478953      8.465602692e-01
479014      8.465602672e-01
479075      8.465602617e-01
479136      8.465602657e-01
479197      8.465602672e-01
479258      8.465602657e-01
479319      8.465602657e-01
479380      8.465602617e-01
479441      8.465602667e-01
479502      8.465602582e-01
479563      8.465602622e-01
479624      8.465602687e-01
479685      8.465602607e-01
479746      8.465602602e-01
479807      8.465602572e-01
479868      8.465602557e-01
479929      8.465602592e-01
479990      8.465602562e-01
480051      8.465602592e-01
480112      8.465602622e-01
480173      8.465602587e-01
480234      8.465602592e-01
480295      8.465602577e-01
480356      8.465602587e-01
480417      8.465602612e-01
480478      8.465602602e-01
480539      8.465602597e-01
480600      8.465602567e-01
480661      8.465602622e-01
480722      8.465602602e-01
480783      8.465602587e-01
480844      8.465602567e-01
480905      8.465602567e-01
480966      8.465602562e-01
481027      8.465602577e-01
481088      8.465602567e-01
481149      8.465602672e-01
481210      8.465602642e-01
481271      8.465602562e-01
481332      8.465602592e-01
481393      8.465602547e-01
481454      8.465602597e-01
481515      8.465602547e-01
481576      8.465602552e-01
481637      8.465602602e-01
481698      8.465602602e-01
481759      8.465602632e-01
481820      8.465602577e-01
481881      8.465602537e-01
481942      8.465602537e-01
482003      8.465602517e-01
482064      8.465602517e-01
482125      8.465602547e-01
482186      8.465602557e-01
482247      8.465602517e-01
482308      8.465602517e-01
482369      8.465602512e-01
482430      8.465602537e-01
482491      8.465602562e-01
482552      8.465602532e-01
482613      8.465602472e-01
482674      8.465602502e-01
482735      8.465602527e-01
482796      8.465602592e-01
482857      8.465602582e-01
482918      8.465602542e-01
482979      8.465602477e-01
483040      8.465602487e-01
483101      8.465602512e-01
483162      8.465602512e-01
483223      8.465602517e-01
483284      8.465602502e-01
483345      8.465602512e-01
483406      8.465602487e-01
483467      8.465602472e-01
483528      8.465602537e-01
483589      8.465602547e-01
483650      8.465602562e-01
483711      8.465602517e-01
483772      8.465602462e-01
483833      8.465602482e-01
483894      8.465602497e-01
483955      8.465602522e-01
484016      8.465602547e-01
484077      8.465602447e-01
484138      8.465602487e-01
484199      8.465602497e-01
484260      8.465602492e-01
484321      8.465602457e-01
484382      8.465602497e-01
484443      8.465602532e-01
484504      8.465602497e-01
484565      8.465602527e-01
484626      8.465602567e-01
484687      8.465602562e-01
484748      8.465602537e-01
484809      8.465602482e-01
484870      8.465602492e-01
484931      8.465602532e-01
484992      8.465602467e-01
485053      8.465602487e-01
485114      8.465602492e-01
485175      8.465602487e-01
485236      8.465602522e-01
485297      8.465602497e-01
485358      8.465602492e-01
485419      8.465602462e-01
485480      8.465602537e-01
485541      8.465602542e-01
485602      8.465602552e-01
485663      8.465602557e-01
485724      8.465602537e-01
485785      8.465602492e-01
485846      8.465602472e-01
485907      8.465602497e-01
485968      8.465602452e-01
486029      8.465602457e-01
486090      8.465602507e-01
486151      8.465602497e-01
486212      8.465602497e-01
486273      8.465602472e-01
486334      8.465602467e-01
486395      8.465602407e-01
486456      8.465602442e-01
486517      8.465602432e-01
486578      8.465602392e-01
486639      8.465602362e-01
486700      8.465602402e-01
486761      8.465602397e-01
486822      8.465602417e-01
486883      8.465602422e-01
486944      8.465602487e-01
487005      8.465602412e-01
487066      8.465602412e-01
487127      8.465602412e-01
487188      8.465602372e-01
487249      8.465602412e-01
487310      8.465602412e-01
487371      8.465602397e-01
487432      8.465602432e-01
487493      8.465602462e-01
487554      8.465602442e-01
487615      8.465602452e-01
487676      8.465602432e-01
487737      8.465602462e-01
487798      8.465602397e-01
487859      8.465602347e-01
487920      8.465602402e-01
487981      8.465602382e-01
488042      8.465602407e-01
488103      8.465602337e-01
488164      8.465602377e-01
488225      8.465602417e-01
488286      8.465602387e-01
488347      8.465602417e-01
488408      8.465602452e-01
